geneID	wcID2	cvID2	classID2	wcID1	cvID1	classID1	geneCount
CLCdnPW36_18460	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
CLCdnPW37_14400	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
CLCdnPW39_31408	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
CLCdnPW3_965	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
CLCdnPW41_14071	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
CLCdnPW41_226	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
CLCdnPW41_228	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
CLCdnPW43_1034	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
CLCdnPW43_225	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
CLCdnPW44_18023	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
CLCdnPW45_13985	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
CLCdnPW45_15035	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
CLCdnPW47_14147	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
CLCdnPW49_52517	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
CLCdnPW50_85	stPanTr_033313	g|D|P|R	alternative	stCuSTr-P_16588	P	representative	354
CLCdnPW5_173	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
CLCdnPW5_33351	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
CLCdnPW6_20091	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
CLCdnPW6_48039	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
CLCdnPW8_18918	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
VdnPW4_35638	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
VdnPW4_60280	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
VdnPW4_60281	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
VdnPW4_60282	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
VdnPW5_32750	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
VdnPW5_48679	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
VdnPW5_48680	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
VdnPW6_12794	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
VdnPW6_12797	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-P_16588	P	alternative	354
CLCdnRY10_19695	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01383	R	alternative	354
CLCdnRY11_27053	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01383	R	alternative	354
CLCdnRY11_27054	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01383	R	alternative	354
CLCdnRY12_13809	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01383	R	alternative	354
CLCdnRY3_5750	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01383	R	alternative	354
CLCdnRY4_4852	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01383	R	alternative	354
CLCdnRY5_5345	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01383	R	alternative	354
CLCdnRY5_5880	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01383	R	alternative	354
CLCdnRY6_12800	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01383	R	alternative	354
CLCdnRY6_5945	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01383	R	alternative	354
CLCdnRY7_12741	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01383	R	alternative	354
PBdnRY1_11408	stPanTr_033313	g|D|P|R	alternative	stCuSTr-R_01383	R	representative	354
SdnRY1_24979	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01383	R	alternative	354
SdnRY1_24980	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01383	R	alternative	354
SdnRY1_24981	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01383	R	alternative	354
SdnRY1_25308	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01383	R	alternative	354
SdnRY1_30010	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01383	R	alternative	354
SdnRY1_30011	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01383	R	alternative	354
VdnRY1_117878	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01383	R	alternative	354
VdnRY1_41927	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01383	R	alternative	354
VdnRY7_10171	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01383	R	alternative	354
VdnRY7_10788	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01383	R	alternative	354
CLCdnRY10_17295	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01384	R	alternative	354
CLCdnRY10_18748	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01384	R	alternative	354
CLCdnRY12_17776	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01384	R	alternative	354
CLCdnRY3_14677	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01384	R	alternative	354
CLCdnRY4_17982	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01384	R	alternative	354
CLCdnRY5_5878	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01384	R	alternative	354
CLCdnRY6_17543	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01384	R	alternative	354
CLCdnRY9_5781	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01384	R	alternative	354
PBdnRY1_11411	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01384	R	alternative	354
PBdnRY1_11937	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01384	R	alternative	354
PBdnRY1_3828	stPanTr_033313	g|D|P|R	representative	stCuSTr-R_01384	R	representative	354
SdnRY1_37410	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01384	R	alternative	354
SdnRY1_37411	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01384	R	alternative	354
VdnRY1_186423	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01384	R	alternative	354
VdnRY1_186425	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01384	R	alternative	354
VdnRY1_41929	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01384	R	alternative	354
VdnRY2_26858	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01384	R	alternative	354
VdnRY4_51994	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01384	R	alternative	354
CLCdnRY11_52562	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01805	R	alternative	354
CLCdnRY12_14609	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01805	R	alternative	354
CLCdnRY12_5904	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01805	R	alternative	354
CLCdnRY1_4864	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01805	R	alternative	354
CLCdnRY2_14819	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01805	R	alternative	354
CLCdnRY3_25353	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01805	R	alternative	354
CLCdnRY5_34053	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01805	R	alternative	354
CLCdnRY6_38030	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01805	R	alternative	354
CLCdnRY6_5782	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01805	R	alternative	354
CLCdnRY7_12522	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01805	R	alternative	354
CLCdnRY7_4361	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01805	R	alternative	354
CLCdnRY8_12576	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01805	R	alternative	354
CLCdnRY8_4401	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01805	R	alternative	354
CLCdnRY8_4999	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01805	R	alternative	354
PBdnRY1_10910	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01805	R	alternative	354
PBdnRY1_11409	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01805	R	alternative	354
PBdnRY1_11414	stPanTr_033313	g|D|P|R	alternative	stCuSTr-R_01805	R	representative	354
SdnRY1_29414	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01805	R	alternative	354
SdnRY1_30955	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01805	R	alternative	354
SdnRY1_6558	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01805	R	alternative	354
VdnRY2_1757	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01805	R	alternative	354
VdnRY2_1758	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_01805	R	alternative	354
CLCdnRY12_6071	stPanTr_033313	g|D|P|R	alternative	stCuSTr-R_18752	R	representative	354
CLCdnRY1_4250	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_18752	R	alternative	354
CLCdnRY4_19905	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_18752	R	alternative	354
VdnRY3_20288	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_18752	R	alternative	354
VdnRY6_15253	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_18752	R	alternative	354
CLCdnRY10_38733	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_19326	R	alternative	354
CLCdnRY12_73669	stPanTr_033313	g|D|P|R	alternative	stCuSTr-R_19326	R	representative	354
CLCdnRY4_37888	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_19326	R	alternative	354
VdnRY5_8674	stPanTr_033313	g|D|P|R	cv_alternative	stCuSTr-R_19326	R	alternative	354
PGSC0003DMC400012091	stPanTr_035395	g|D|P|R	alternative	gffmerge	PGSC	gffmerge	350
Sotub01g025190.1.1	stPanTr_035395	g|D|P|R	alternative	gffmerge	Sotub	gffmerge	350
Sotub01g025200.1.1	stPanTr_035395	g|D|P|R	alternative	gffmerge	Sotub	gffmerge	350
Sotub01g025210.1.1	stPanTr_035395	g|D|P|R	alternative	gffmerge	Sotub	gffmerge	350
CLCdnDe10_1082	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe11_14217	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe11_39469	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe12_149239	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe12_162683	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe13_40837	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe13_50937	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe14_56591	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe1_14187	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe1_20275	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe1_5801	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe1_6820	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe4_31756	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe5_1196	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe5_36889	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe6_43031	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe6_51207	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe7_1068	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe7_23886	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe7_41413	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe7_48596	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe7_78824	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnDe9_14640	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
TDe_comp100698_c1_seq1	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
TDe_comp96166_c0_seq1	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe1_118172	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe1_198	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe2_134262	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe2_134265	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe2_65371	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe2_65373	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe2_65374	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe2_69023	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe2_69024	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe2_69025	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe2_69027	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe2_69030	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe2_69031	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe3_100	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe3_139184	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe3_58579	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe3_67754	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe3_67758	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe3_67759	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe3_67986	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe3_92504	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe3_93	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe3_95	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe3_97	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe3_99	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe4_26577	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe5_22102	stPanTr_035395	g|D|P|R	representative	stCuSTr-D_16710	D	representative	350
VdnDe6_33602	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe6_33603	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
VdnDe6_33604	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-D_16710	D	alternative	350
CLCdnPW10_1003	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW10_1004	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW10_25930	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW10_28171	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW10_32097	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW11_1142	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW11_27016	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW11_27017	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW11_917	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW12_1177	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW12_36865	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW12_36967	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW13_1264	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW13_1265	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW13_998	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW14_1137	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW14_23339	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW15_20924	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW15_28415	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW15_5784	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW16_1300	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW16_19087	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW16_4103	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW16_4994	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW16_4995	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW17_41682	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW17_4248	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW18_1249	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW18_39136	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW19_1394	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW19_28237	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW19_35637	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW19_37189	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW19_4420	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW19_48619	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW19_48949	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW20_1338	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW20_40018	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW21_1348	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW21_9953	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW22_29190	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW22_985	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW23_19332	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW23_28380	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW23_33150	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW24_1028	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW24_13053	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW26_14268	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW26_1478	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW26_30972	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW26_33916	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW26_35281	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW26_4801	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW27_1309	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW27_35253	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW29_1285	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW29_26794	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW29_38757	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW29_51305	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW29_5166	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW2_26250	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW2_4694	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW30_1386	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW30_16392	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW30_21561	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW30_29841	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW32_18616	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW32_37281	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW32_44674	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW33_1307	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW34_16635	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW34_5537	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW35_14582	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW35_26402	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW36_19185	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW36_29389	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW36_3909	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW36_45739	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW36_51439	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW36_70359	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW37_41751	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW39_29481	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW39_37340	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW3_1150	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW3_20496	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW3_36875	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW3_36876	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW3_41034	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW3_4650	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW40_1112	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW40_15954	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW40_31660	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
CLCdnPW41_1014	stPanTr_035395	g|D|P|R	cv_alternative	stCuSTr-P_00004	P	alternative	350
