from	to	source
CLCdnPW49_68802	VdnDe5_22102	panTr
CLCdnPW4_1144	VdnDe5_22102	panTr
CLCdnPW50_1323	VdnDe5_22102	panTr
CLCdnPW50_29954	VdnDe5_22102	panTr
CLCdnPW50_35645	VdnDe5_22102	panTr
CLCdnPW50_43068	VdnDe5_22102	panTr
CLCdnPW50_4393	VdnDe5_22102	panTr
CLCdnPW5_28530	VdnDe5_22102	panTr
CLCdnPW6_12759	VdnDe5_22102	panTr
CLCdnPW6_31299	VdnDe5_22102	panTr
CLCdnPW6_31303	VdnDe5_22102	panTr
CLCdnPW7_19007	VdnDe5_22102	panTr
CLCdnPW7_23972	VdnDe5_22102	panTr
CLCdnPW7_30182	VdnDe5_22102	panTr
CLCdnPW7_30184	VdnDe5_22102	panTr
CLCdnPW8_20649	VdnDe5_22102	panTr
CLCdnPW8_28730	VdnDe5_22102	panTr
CLCdnPW9_10965	VdnDe5_22102	panTr
SdnPW1_23576	VdnDe5_22102	panTr
SdnPW1_23578	VdnDe5_22102	panTr
SdnPW1_30512	VdnDe5_22102	panTr
SdnPW1_40139	VdnDe5_22102	panTr
SdnPW1_5276	VdnDe5_22102	panTr
SdnPW1_5277	VdnDe5_22102	panTr
SdnPW1_5305	VdnDe5_22102	panTr
SdnPW1_5306	VdnDe5_22102	panTr
SdnPW1_5307	VdnDe5_22102	panTr
SdnPW1_5352	VdnDe5_22102	panTr
SdnPW1_5730	VdnDe5_22102	panTr
SdnPW1_61928	VdnDe5_22102	panTr
TPW_comp64734_c1_seq1	VdnDe5_22102	panTr
TPW_comp75583_c0_seq1	VdnDe5_22102	panTr
TPW_comp75583_c0_seq3	VdnDe5_22102	panTr
VdnPW1_11349	VdnDe5_22102	panTr
VdnPW1_11350	VdnDe5_22102	panTr
VdnPW1_11351	VdnDe5_22102	panTr
VdnPW1_11356	VdnDe5_22102	panTr
VdnPW1_11357	VdnDe5_22102	panTr
VdnPW1_53200	VdnDe5_22102	panTr
VdnPW1_53202	VdnDe5_22102	panTr
VdnPW1_53204	VdnDe5_22102	panTr
VdnPW1_8584	VdnDe5_22102	panTr
VdnPW2_101516	VdnDe5_22102	panTr
VdnPW2_101517	VdnDe5_22102	panTr
VdnPW2_17296	VdnDe5_22102	panTr
VdnPW2_17298	VdnDe5_22102	panTr
VdnPW2_1849	VdnDe5_22102	panTr
VdnPW2_1850	VdnDe5_22102	panTr
VdnPW2_40860	VdnDe5_22102	panTr
VdnPW2_40861	VdnDe5_22102	panTr
VdnPW2_40862	VdnDe5_22102	panTr
VdnPW2_40863	VdnDe5_22102	panTr
VdnPW2_75191	VdnDe5_22102	panTr
VdnPW3_113874	VdnDe5_22102	panTr
VdnPW3_119508	VdnDe5_22102	panTr
VdnPW3_121076	VdnDe5_22102	panTr
VdnPW3_142120	VdnDe5_22102	panTr
VdnPW3_142121	VdnDe5_22102	panTr
VdnPW3_1854	VdnDe5_22102	panTr
VdnPW3_1856	VdnDe5_22102	panTr
VdnPW3_1857	VdnDe5_22102	panTr
VdnPW3_1858	VdnDe5_22102	panTr
VdnPW3_1859	VdnDe5_22102	panTr
VdnPW3_1860	VdnDe5_22102	panTr
VdnPW3_26780	VdnDe5_22102	panTr
VdnPW3_396	VdnDe5_22102	panTr
VdnPW3_398	VdnDe5_22102	panTr
VdnPW3_399	VdnDe5_22102	panTr
VdnPW3_400	VdnDe5_22102	panTr
VdnPW3_403	VdnDe5_22102	panTr
VdnPW3_404	VdnDe5_22102	panTr
VdnPW3_55432	VdnDe5_22102	panTr
VdnPW3_55436	VdnDe5_22102	panTr
VdnPW3_55437	VdnDe5_22102	panTr
VdnPW3_68904	VdnDe5_22102	panTr
VdnPW3_68905	VdnDe5_22102	panTr
VdnPW3_68906	VdnDe5_22102	panTr
VdnPW3_78622	VdnDe5_22102	panTr
VdnPW3_82470	VdnDe5_22102	panTr
VdnPW4_17217	VdnDe5_22102	panTr
VdnPW4_17218	VdnDe5_22102	panTr
VdnPW4_17220	VdnDe5_22102	panTr
VdnPW4_18039	VdnDe5_22102	panTr
VdnPW4_18042	VdnDe5_22102	panTr
VdnPW4_18044	VdnDe5_22102	panTr
VdnPW4_207	VdnDe5_22102	panTr
VdnPW4_209	VdnDe5_22102	panTr
VdnPW4_211	VdnDe5_22102	panTr
VdnPW4_213	VdnDe5_22102	panTr
VdnPW4_215	VdnDe5_22102	panTr
VdnPW4_216	VdnDe5_22102	panTr
VdnPW4_39370	VdnDe5_22102	panTr
VdnPW4_39371	VdnDe5_22102	panTr
VdnPW4_42858	VdnDe5_22102	panTr
VdnPW4_42859	VdnDe5_22102	panTr
VdnPW4_42860	VdnDe5_22102	panTr
VdnPW4_5597	VdnDe5_22102	panTr
VdnPW4_5599	VdnDe5_22102	panTr
VdnPW4_5600	VdnDe5_22102	panTr
VdnPW4_5601	VdnDe5_22102	panTr
VdnPW4_5602	VdnDe5_22102	panTr
VdnPW4_5603	VdnDe5_22102	panTr
VdnPW4_5604	VdnDe5_22102	panTr
VdnPW4_5605	VdnDe5_22102	panTr
VdnPW4_5606	VdnDe5_22102	panTr
VdnPW5_13492	VdnDe5_22102	panTr
VdnPW5_13499	VdnDe5_22102	panTr
VdnPW5_185	VdnDe5_22102	panTr
VdnPW5_187	VdnDe5_22102	panTr
VdnPW5_188	VdnDe5_22102	panTr
VdnPW5_189	VdnDe5_22102	panTr
VdnPW5_30472	VdnDe5_22102	panTr
VdnPW5_30473	VdnDe5_22102	panTr
VdnPW5_30474	VdnDe5_22102	panTr
VdnPW5_30477	VdnDe5_22102	panTr
VdnPW5_30478	VdnDe5_22102	panTr
VdnPW5_30479	VdnDe5_22102	panTr
VdnPW5_31247	VdnDe5_22102	panTr
VdnPW5_33676	VdnDe5_22102	panTr
VdnPW5_33677	VdnDe5_22102	panTr
VdnPW5_34456	VdnDe5_22102	panTr
VdnPW5_4299	VdnDe5_22102	panTr
VdnPW5_4300	VdnDe5_22102	panTr
VdnPW5_4301	VdnDe5_22102	panTr
VdnPW5_4302	VdnDe5_22102	panTr
VdnPW5_4303	VdnDe5_22102	panTr
VdnPW5_43056	VdnDe5_22102	panTr
VdnPW5_43057	VdnDe5_22102	panTr
VdnPW5_47543	VdnDe5_22102	panTr
VdnPW5_53905	VdnDe5_22102	panTr
VdnPW5_53906	VdnDe5_22102	panTr
VdnPW5_53908	VdnDe5_22102	panTr
VdnPW5_53909	VdnDe5_22102	panTr
VdnPW5_53910	VdnDe5_22102	panTr
VdnPW5_690	VdnDe5_22102	panTr
VdnPW5_692	VdnDe5_22102	panTr
VdnPW6_12107	VdnDe5_22102	panTr
VdnPW6_15023	VdnDe5_22102	panTr
VdnPW6_21205	VdnDe5_22102	panTr
VdnPW6_21206	VdnDe5_22102	panTr
VdnPW6_21207	VdnDe5_22102	panTr
VdnPW6_26200	VdnDe5_22102	panTr
VdnPW6_26201	VdnDe5_22102	panTr
VdnPW6_34098	VdnDe5_22102	panTr
VdnPW6_41184	VdnDe5_22102	panTr
VdnPW6_41186	VdnDe5_22102	panTr
VdnPW6_4911	VdnDe5_22102	panTr
VdnPW7_151	VdnDe5_22102	panTr
VdnPW7_152	VdnDe5_22102	panTr
VdnPW7_4908	VdnDe5_22102	panTr
VdnPW7_6085	VdnDe5_22102	panTr
CLCdnRY10_24502	VdnDe5_22102	panTr
CLCdnRY11_33831	VdnDe5_22102	panTr
CLCdnRY12_24989	VdnDe5_22102	panTr
CLCdnRY1_12340	VdnDe5_22102	panTr
CLCdnRY1_19704	VdnDe5_22102	panTr
CLCdnRY2_388	VdnDe5_22102	panTr
CLCdnRY4_51838	VdnDe5_22102	panTr
CLCdnRY8_20870	VdnDe5_22102	panTr
SdnRY1_266	VdnDe5_22102	panTr
VdnRY2_88199	VdnDe5_22102	panTr
VdnRY4_10436	VdnDe5_22102	panTr
VdnRY4_61688	VdnDe5_22102	panTr
PGSC0003DMC400024729	CLCdnDe14_6574	panTr
CLCdnDe10_40973	CLCdnDe14_6574	panTr
CLCdnDe10_69326	CLCdnDe14_6574	panTr
CLCdnDe12_44736	CLCdnDe14_6574	panTr
CLCdnDe12_46721	CLCdnDe14_6574	panTr
CLCdnDe12_51873	CLCdnDe14_6574	panTr
CLCdnDe12_66375	CLCdnDe14_6574	panTr
CLCdnDe12_67715	CLCdnDe14_6574	panTr
CLCdnDe13_120488	CLCdnDe14_6574	panTr
CLCdnDe13_7195	CLCdnDe14_6574	panTr
CLCdnDe13_73503	CLCdnDe14_6574	panTr
CLCdnDe14_118799	CLCdnDe14_6574	panTr
CLCdnDe14_70413	CLCdnDe14_6574	panTr
CLCdnDe1_2998	CLCdnDe14_6574	panTr
CLCdnDe1_6783	CLCdnDe14_6574	panTr
CLCdnDe2_43857	CLCdnDe14_6574	panTr
CLCdnDe3_27274	CLCdnDe14_6574	panTr
CLCdnDe3_30773	CLCdnDe14_6574	panTr
CLCdnDe5_19454	CLCdnDe14_6574	panTr
CLCdnDe5_67070	CLCdnDe14_6574	panTr
CLCdnDe6_36433	CLCdnDe14_6574	panTr
CLCdnDe6_6746	CLCdnDe14_6574	panTr
CLCdnDe7_119572	CLCdnDe14_6574	panTr
CLCdnDe7_13934	CLCdnDe14_6574	panTr
CLCdnDe7_85075	CLCdnDe14_6574	panTr
CLCdnDe8_13902	CLCdnDe14_6574	panTr
TDe_comp113488_c2_seq4	CLCdnDe14_6574	panTr
VdnDe2_67224	CLCdnDe14_6574	panTr
VdnDe2_98908	CLCdnDe14_6574	panTr
VdnDe3_113846	CLCdnDe14_6574	panTr
VdnDe3_189883	CLCdnDe14_6574	panTr
VdnDe3_49301	CLCdnDe14_6574	panTr
VdnDe4_138750	CLCdnDe14_6574	panTr
VdnDe4_143479	CLCdnDe14_6574	panTr
VdnDe4_22066	CLCdnDe14_6574	panTr
VdnDe4_36741	CLCdnDe14_6574	panTr
VdnDe4_36745	CLCdnDe14_6574	panTr
VdnDe4_40481	CLCdnDe14_6574	panTr
VdnDe4_69981	CLCdnDe14_6574	panTr
VdnDe4_81619	CLCdnDe14_6574	panTr
VdnDe4_87662	CLCdnDe14_6574	panTr
VdnDe5_108996	CLCdnDe14_6574	panTr
VdnDe5_10938	CLCdnDe14_6574	panTr
VdnDe5_122452	CLCdnDe14_6574	panTr
VdnDe5_31440	CLCdnDe14_6574	panTr
VdnDe5_53415	CLCdnDe14_6574	panTr
VdnDe5_53416	CLCdnDe14_6574	panTr
VdnDe5_79359	CLCdnDe14_6574	panTr
VdnDe5_82995	CLCdnDe14_6574	panTr
VdnDe6_11221	CLCdnDe14_6574	panTr
VdnDe6_7636	CLCdnDe14_6574	panTr
VdnDe6_7637	CLCdnDe14_6574	panTr
VdnDe7_2966	CLCdnDe14_6574	panTr
CLCdnDe12_35604	CLCdnDe14_6574	panTr
CLCdnDe1_29222	CLCdnDe14_6574	panTr
CLCdnDe4_23143	CLCdnDe14_6574	panTr
CLCdnDe9_21250	CLCdnDe14_6574	panTr
VdnDe3_50125	CLCdnDe14_6574	panTr
VdnDe3_50126	CLCdnDe14_6574	panTr
VdnDe3_50129	CLCdnDe14_6574	panTr
VdnDe5_34884	CLCdnDe14_6574	panTr
VdnDe5_83121	CLCdnDe14_6574	panTr
VdnDe6_22635	CLCdnDe14_6574	panTr
VdnDe5_95723	CLCdnDe14_6574	panTr
CLCdnDe13_55841	CLCdnDe14_6574	panTr
CLCdnDe5_68877	CLCdnDe14_6574	panTr
VdnDe4_124035	CLCdnDe14_6574	panTr
VdnDe6_73797	CLCdnDe14_6574	panTr
CLCdnPW10_13637	CLCdnDe14_6574	panTr
CLCdnPW10_27339	CLCdnDe14_6574	panTr
CLCdnPW10_49164	CLCdnDe14_6574	panTr
CLCdnPW11_21469	CLCdnDe14_6574	panTr
CLCdnPW11_27060	CLCdnDe14_6574	panTr
CLCdnPW12_13975	CLCdnDe14_6574	panTr
CLCdnPW12_18295	CLCdnDe14_6574	panTr
CLCdnPW12_32759	CLCdnDe14_6574	panTr
CLCdnPW12_34483	CLCdnDe14_6574	panTr
CLCdnPW12_48348	CLCdnDe14_6574	panTr
CLCdnPW12_52356	CLCdnDe14_6574	panTr
CLCdnPW12_61528	CLCdnDe14_6574	panTr
CLCdnPW12_84552	CLCdnDe14_6574	panTr
CLCdnPW13_17242	CLCdnDe14_6574	panTr
CLCdnPW14_14105	CLCdnDe14_6574	panTr
CLCdnPW14_17504	CLCdnDe14_6574	panTr
CLCdnPW14_19246	CLCdnDe14_6574	panTr
CLCdnPW14_28118	CLCdnDe14_6574	panTr
CLCdnPW14_32433	CLCdnDe14_6574	panTr
CLCdnPW14_46616	CLCdnDe14_6574	panTr
CLCdnPW14_68976	CLCdnDe14_6574	panTr
CLCdnPW15_17303	CLCdnDe14_6574	panTr
CLCdnPW15_25772	CLCdnDe14_6574	panTr
CLCdnPW15_33983	CLCdnDe14_6574	panTr
CLCdnPW16_13315	CLCdnDe14_6574	panTr
CLCdnPW16_54483	CLCdnDe14_6574	panTr
CLCdnPW16_56188	CLCdnDe14_6574	panTr
CLCdnPW16_76576	CLCdnDe14_6574	panTr
CLCdnPW18_53977	CLCdnDe14_6574	panTr
CLCdnPW19_15598	CLCdnDe14_6574	panTr
CLCdnPW19_28553	CLCdnDe14_6574	panTr
CLCdnPW19_38345	CLCdnDe14_6574	panTr
CLCdnPW19_45634	CLCdnDe14_6574	panTr
CLCdnPW19_58438	CLCdnDe14_6574	panTr
CLCdnPW19_77615	CLCdnDe14_6574	panTr
CLCdnPW1_5374	CLCdnDe14_6574	panTr
CLCdnPW22_13852	CLCdnDe14_6574	panTr
CLCdnPW23_13315	CLCdnDe14_6574	panTr
CLCdnPW23_18235	CLCdnDe14_6574	panTr
CLCdnPW23_23595	CLCdnDe14_6574	panTr
CLCdnPW23_26002	CLCdnDe14_6574	panTr
CLCdnPW24_10044	CLCdnDe14_6574	panTr
CLCdnPW24_15167	CLCdnDe14_6574	panTr
CLCdnPW24_16316	CLCdnDe14_6574	panTr
CLCdnPW24_21460	CLCdnDe14_6574	panTr
CLCdnPW24_32026	CLCdnDe14_6574	panTr
CLCdnPW25_26576	CLCdnDe14_6574	panTr
CLCdnPW26_14703	CLCdnDe14_6574	panTr
CLCdnPW26_14730	CLCdnDe14_6574	panTr
CLCdnPW26_18030	CLCdnDe14_6574	panTr
CLCdnPW26_18707	CLCdnDe14_6574	panTr
CLCdnPW26_26009	CLCdnDe14_6574	panTr
CLCdnPW26_30698	CLCdnDe14_6574	panTr
CLCdnPW26_36998	CLCdnDe14_6574	panTr
CLCdnPW26_38563	CLCdnDe14_6574	panTr
CLCdnPW27_14159	CLCdnDe14_6574	panTr
CLCdnPW27_17730	CLCdnDe14_6574	panTr
CLCdnPW27_35863	CLCdnDe14_6574	panTr
CLCdnPW28_10131	CLCdnDe14_6574	panTr
CLCdnPW28_17285	CLCdnDe14_6574	panTr
CLCdnPW28_17446	CLCdnDe14_6574	panTr
CLCdnPW28_35379	CLCdnDe14_6574	panTr
CLCdnPW28_50775	CLCdnDe14_6574	panTr
CLCdnPW28_9268	CLCdnDe14_6574	panTr
CLCdnPW29_30880	CLCdnDe14_6574	panTr
CLCdnPW29_48296	CLCdnDe14_6574	panTr
CLCdnPW29_53182	CLCdnDe14_6574	panTr
CLCdnPW29_57964	CLCdnDe14_6574	panTr
CLCdnPW29_58191	CLCdnDe14_6574	panTr
CLCdnPW2_10141	CLCdnDe14_6574	panTr
CLCdnPW2_18368	CLCdnDe14_6574	panTr
CLCdnPW2_8586	CLCdnDe14_6574	panTr
CLCdnPW30_16688	CLCdnDe14_6574	panTr
CLCdnPW30_29192	CLCdnDe14_6574	panTr
CLCdnPW30_33635	CLCdnDe14_6574	panTr
CLCdnPW30_44427	CLCdnDe14_6574	panTr
CLCdnPW31_50431	CLCdnDe14_6574	panTr
CLCdnPW32_16128	CLCdnDe14_6574	panTr
CLCdnPW32_45268	CLCdnDe14_6574	panTr
CLCdnPW32_67813	CLCdnDe14_6574	panTr
CLCdnPW34_15327	CLCdnDe14_6574	panTr
CLCdnPW35_12109	CLCdnDe14_6574	panTr
CLCdnPW35_22450	CLCdnDe14_6574	panTr
CLCdnPW36_31962	CLCdnDe14_6574	panTr
CLCdnPW36_37499	CLCdnDe14_6574	panTr
CLCdnPW36_42785	CLCdnDe14_6574	panTr
CLCdnPW36_50601	CLCdnDe14_6574	panTr
CLCdnPW36_52931	CLCdnDe14_6574	panTr
CLCdnPW36_62989	CLCdnDe14_6574	panTr
CLCdnPW37_15553	CLCdnDe14_6574	panTr
CLCdnPW37_50462	CLCdnDe14_6574	panTr
CLCdnPW39_32431	CLCdnDe14_6574	panTr
CLCdnPW39_62890	CLCdnDe14_6574	panTr
CLCdnPW3_18301	CLCdnDe14_6574	panTr
CLCdnPW3_39735	CLCdnDe14_6574	panTr
CLCdnPW3_42036	CLCdnDe14_6574	panTr
CLCdnPW3_45680	CLCdnDe14_6574	panTr
CLCdnPW40_13443	CLCdnDe14_6574	panTr
CLCdnPW40_18142	CLCdnDe14_6574	panTr
CLCdnPW40_38646	CLCdnDe14_6574	panTr
CLCdnPW41_16558	CLCdnDe14_6574	panTr
CLCdnPW41_29518	CLCdnDe14_6574	panTr
CLCdnPW42_15574	CLCdnDe14_6574	panTr
CLCdnPW42_31809	CLCdnDe14_6574	panTr
CLCdnPW42_33698	CLCdnDe14_6574	panTr
CLCdnPW42_33805	CLCdnDe14_6574	panTr
CLCdnPW42_34768	CLCdnDe14_6574	panTr
CLCdnPW42_7633	CLCdnDe14_6574	panTr
CLCdnPW43_13932	CLCdnDe14_6574	panTr
CLCdnPW43_29284	CLCdnDe14_6574	panTr
CLCdnPW43_32882	CLCdnDe14_6574	panTr
CLCdnPW44_15934	CLCdnDe14_6574	panTr
CLCdnPW44_23935	CLCdnDe14_6574	panTr
CLCdnPW44_27802	CLCdnDe14_6574	panTr
CLCdnPW44_42472	CLCdnDe14_6574	panTr
CLCdnPW45_14475	CLCdnDe14_6574	panTr
CLCdnPW45_17324	CLCdnDe14_6574	panTr
CLCdnPW45_24939	CLCdnDe14_6574	panTr
CLCdnPW45_29916	CLCdnDe14_6574	panTr
CLCdnPW45_71262	CLCdnDe14_6574	panTr
CLCdnPW46_13174	CLCdnDe14_6574	panTr
CLCdnPW46_15943	CLCdnDe14_6574	panTr
CLCdnPW46_20049	CLCdnDe14_6574	panTr
CLCdnPW46_22998	CLCdnDe14_6574	panTr
CLCdnPW46_23358	CLCdnDe14_6574	panTr
CLCdnPW46_27197	CLCdnDe14_6574	panTr
CLCdnPW46_31065	CLCdnDe14_6574	panTr
CLCdnPW46_41410	CLCdnDe14_6574	panTr
CLCdnPW46_46994	CLCdnDe14_6574	panTr
CLCdnPW47_13043	CLCdnDe14_6574	panTr
CLCdnPW47_14160	CLCdnDe14_6574	panTr
CLCdnPW47_17953	CLCdnDe14_6574	panTr
CLCdnPW47_20513	CLCdnDe14_6574	panTr
CLCdnPW47_44577	CLCdnDe14_6574	panTr
CLCdnPW47_55610	CLCdnDe14_6574	panTr
CLCdnPW48_18029	CLCdnDe14_6574	panTr
CLCdnPW48_19143	CLCdnDe14_6574	panTr
CLCdnPW48_32957	CLCdnDe14_6574	panTr
CLCdnPW48_33398	CLCdnDe14_6574	panTr
CLCdnPW48_39046	CLCdnDe14_6574	panTr
CLCdnPW48_46792	CLCdnDe14_6574	panTr
CLCdnPW48_46805	CLCdnDe14_6574	panTr
CLCdnPW48_51287	CLCdnDe14_6574	panTr
CLCdnPW48_55572	CLCdnDe14_6574	panTr
CLCdnPW48_57986	CLCdnDe14_6574	panTr
CLCdnPW48_62010	CLCdnDe14_6574	panTr
CLCdnPW48_72895	CLCdnDe14_6574	panTr
CLCdnPW48_74833	CLCdnDe14_6574	panTr
CLCdnPW48_80904	CLCdnDe14_6574	panTr
CLCdnPW49_18738	CLCdnDe14_6574	panTr
CLCdnPW49_32400	CLCdnDe14_6574	panTr
CLCdnPW49_35578	CLCdnDe14_6574	panTr
CLCdnPW49_44493	CLCdnDe14_6574	panTr
CLCdnPW49_60655	CLCdnDe14_6574	panTr
CLCdnPW49_60978	CLCdnDe14_6574	panTr
CLCdnPW49_71217	CLCdnDe14_6574	panTr
CLCdnPW49_75158	CLCdnDe14_6574	panTr
CLCdnPW49_78305	CLCdnDe14_6574	panTr
CLCdnPW4_14181	CLCdnDe14_6574	panTr
CLCdnPW4_15754	CLCdnDe14_6574	panTr
CLCdnPW4_46457	CLCdnDe14_6574	panTr
CLCdnPW50_14527	CLCdnDe14_6574	panTr
CLCdnPW50_23511	CLCdnDe14_6574	panTr
CLCdnPW50_24576	CLCdnDe14_6574	panTr
CLCdnPW50_26609	CLCdnDe14_6574	panTr
CLCdnPW50_30424	CLCdnDe14_6574	panTr
CLCdnPW50_45023	CLCdnDe14_6574	panTr
CLCdnPW50_6456	CLCdnDe14_6574	panTr
CLCdnPW50_66601	CLCdnDe14_6574	panTr
CLCdnPW50_69094	CLCdnDe14_6574	panTr
CLCdnPW5_16850	CLCdnDe14_6574	panTr
CLCdnPW5_17603	CLCdnDe14_6574	panTr
CLCdnPW5_34719	CLCdnDe14_6574	panTr
CLCdnPW5_43822	CLCdnDe14_6574	panTr
CLCdnPW6_14052	CLCdnDe14_6574	panTr
CLCdnPW6_14576	CLCdnDe14_6574	panTr
CLCdnPW6_25728	CLCdnDe14_6574	panTr
CLCdnPW6_33859	CLCdnDe14_6574	panTr
CLCdnPW7_12456	CLCdnDe14_6574	panTr
CLCdnPW7_13534	CLCdnDe14_6574	panTr
CLCdnPW8_37466	CLCdnDe14_6574	panTr
CLCdnPW9_18912	CLCdnDe14_6574	panTr
CLCdnPW9_22341	CLCdnDe14_6574	panTr
CLCdnPW9_28146	CLCdnDe14_6574	panTr
SdnPW1_108588	CLCdnDe14_6574	panTr
SdnPW1_24464	CLCdnDe14_6574	panTr
SdnPW1_25697	CLCdnDe14_6574	panTr
SdnPW1_29106	CLCdnDe14_6574	panTr
SdnPW1_36761	CLCdnDe14_6574	panTr
SdnPW1_37549	CLCdnDe14_6574	panTr
SdnPW1_39938	CLCdnDe14_6574	panTr
SdnPW1_41194	CLCdnDe14_6574	panTr
SdnPW1_41588	CLCdnDe14_6574	panTr
SdnPW1_43037	CLCdnDe14_6574	panTr
SdnPW1_43791	CLCdnDe14_6574	panTr
SdnPW1_44028	CLCdnDe14_6574	panTr
SdnPW1_45297	CLCdnDe14_6574	panTr
SdnPW1_49302	CLCdnDe14_6574	panTr
SdnPW1_52083	CLCdnDe14_6574	panTr
SdnPW1_53165	CLCdnDe14_6574	panTr
SdnPW1_53978	CLCdnDe14_6574	panTr
SdnPW1_71674	CLCdnDe14_6574	panTr
SdnPW1_72444	CLCdnDe14_6574	panTr
TPW_comp50002_c0_seq1	CLCdnDe14_6574	panTr
TPW_comp56635_c0_seq2	CLCdnDe14_6574	panTr
TPW_comp75598_c0_seq3	CLCdnDe14_6574	panTr
TPW_comp75598_c0_seq7	CLCdnDe14_6574	panTr
VdnPW2_151150	CLCdnDe14_6574	panTr
VdnPW2_162239	CLCdnDe14_6574	panTr
VdnPW2_194275	CLCdnDe14_6574	panTr
VdnPW2_194630	CLCdnDe14_6574	panTr
VdnPW2_194631	CLCdnDe14_6574	panTr
VdnPW2_194633	CLCdnDe14_6574	panTr
VdnPW2_39831	CLCdnDe14_6574	panTr
VdnPW2_39834	CLCdnDe14_6574	panTr
VdnPW2_39835	CLCdnDe14_6574	panTr
VdnPW2_81899	CLCdnDe14_6574	panTr
VdnPW3_106670	CLCdnDe14_6574	panTr
VdnPW3_106671	CLCdnDe14_6574	panTr
VdnPW3_135159	CLCdnDe14_6574	panTr
VdnPW3_141399	CLCdnDe14_6574	panTr
VdnPW3_141400	CLCdnDe14_6574	panTr
VdnPW3_26043	CLCdnDe14_6574	panTr
VdnPW3_55630	CLCdnDe14_6574	panTr
VdnPW3_67611	CLCdnDe14_6574	panTr
VdnPW3_92612	CLCdnDe14_6574	panTr
VdnPW4_16726	CLCdnDe14_6574	panTr
VdnPW4_16727	CLCdnDe14_6574	panTr
VdnPW4_44354	CLCdnDe14_6574	panTr
VdnPW4_44355	CLCdnDe14_6574	panTr
VdnPW4_44356	CLCdnDe14_6574	panTr
VdnPW4_44852	CLCdnDe14_6574	panTr
VdnPW4_45890	CLCdnDe14_6574	panTr
VdnPW4_45892	CLCdnDe14_6574	panTr
VdnPW4_45893	CLCdnDe14_6574	panTr
VdnPW4_46664	CLCdnDe14_6574	panTr
VdnPW4_46666	CLCdnDe14_6574	panTr
VdnPW4_49567	CLCdnDe14_6574	panTr
VdnPW4_49681	CLCdnDe14_6574	panTr
VdnPW4_49682	CLCdnDe14_6574	panTr
VdnPW4_49683	CLCdnDe14_6574	panTr
VdnPW4_61978	CLCdnDe14_6574	panTr
VdnPW4_61979	CLCdnDe14_6574	panTr
VdnPW4_66282	CLCdnDe14_6574	panTr
VdnPW4_75904	CLCdnDe14_6574	panTr
VdnPW4_83038	CLCdnDe14_6574	panTr
VdnPW4_84634	CLCdnDe14_6574	panTr
VdnPW4_85892	CLCdnDe14_6574	panTr
VdnPW4_90279	CLCdnDe14_6574	panTr
VdnPW4_90280	CLCdnDe14_6574	panTr
VdnPW4_91576	CLCdnDe14_6574	panTr
VdnPW5_30334	CLCdnDe14_6574	panTr
VdnPW5_51634	CLCdnDe14_6574	panTr
VdnPW5_58143	CLCdnDe14_6574	panTr
VdnPW5_67121	CLCdnDe14_6574	panTr
VdnPW5_68251	CLCdnDe14_6574	panTr
VdnPW5_72095	CLCdnDe14_6574	panTr
VdnPW5_74300	CLCdnDe14_6574	panTr
CLCdnPW10_28825	CLCdnDe14_6574	panTr
CLCdnPW16_81573	CLCdnDe14_6574	panTr
CLCdnPW1_6874	CLCdnDe14_6574	panTr
CLCdnPW3_18302	CLCdnDe14_6574	panTr
CLCdnPW49_18763	CLCdnDe14_6574	panTr
CLCdnPW49_50245	CLCdnDe14_6574	panTr
CLCdnPW4_17356	CLCdnDe14_6574	panTr
CLCdnPW5_16851	CLCdnDe14_6574	panTr
VdnPW2_39832	CLCdnDe14_6574	panTr
SdnRY1_49079	CLCdnDe14_6574	panTr
PGSC0003DMC400044306	TDe_comp114564_c0_seq1	panTr
PGSC0003DMC402000180	TDe_comp114564_c0_seq1	panTr
Sotub05g010570.1.1	TDe_comp114564_c0_seq1	panTr
CLCdnDe10_27870	TDe_comp114564_c0_seq1	panTr
CLCdnDe10_30369	TDe_comp114564_c0_seq1	panTr
CLCdnDe10_57666	TDe_comp114564_c0_seq1	panTr
CLCdnDe11_10769	TDe_comp114564_c0_seq1	panTr
CLCdnDe11_37985	TDe_comp114564_c0_seq1	panTr
CLCdnDe11_40646	TDe_comp114564_c0_seq1	panTr
CLCdnDe12_2527	TDe_comp114564_c0_seq1	panTr
CLCdnDe12_28630	TDe_comp114564_c0_seq1	panTr
CLCdnDe12_28631	TDe_comp114564_c0_seq1	panTr
CLCdnDe12_28787	TDe_comp114564_c0_seq1	panTr
CLCdnDe12_38232	TDe_comp114564_c0_seq1	panTr
CLCdnDe12_38233	TDe_comp114564_c0_seq1	panTr
CLCdnDe12_38234	TDe_comp114564_c0_seq1	panTr
CLCdnDe12_40876	TDe_comp114564_c0_seq1	panTr
CLCdnDe12_40877	TDe_comp114564_c0_seq1	panTr
CLCdnDe12_55228	TDe_comp114564_c0_seq1	panTr
CLCdnDe12_60265	TDe_comp114564_c0_seq1	panTr
CLCdnDe12_74896	TDe_comp114564_c0_seq1	panTr
CLCdnDe13_113172	TDe_comp114564_c0_seq1	panTr
CLCdnDe13_129607	TDe_comp114564_c0_seq1	panTr
CLCdnDe13_28611	TDe_comp114564_c0_seq1	panTr
CLCdnDe13_39245	TDe_comp114564_c0_seq1	panTr
